# RxNorm current prescribable content 2026-09-08: 79604 FDA products keyed by labeler-product digits, their RXCUI, and the clinical drug a brand is a tradename of. Courtesy of the U.S. National Library of Medicine (NLM), National Institutes of Health, Department of Health and Human Services; NLM is not responsible for the product and does not endorse or recommend this or any other product.
000747095	2571842	2571836
000747096	2571846	2571844
000747098	2584557	2584552
000747148	966251	892251
000747149	966218	892255
000747325	1099626	1099625
000747326	1099679	1099678
000747327	1099871	1099870
000747401	1099565	1099563
000747402	1099571	1099569
000748300	2723332	2723331
000748350	2723332	2723331
000749036	606854	577315
000749037	606859	577317
000749296	966185	966248
000749694	1946520	1946519
000750620	854236	854235
000750621	854239	854238
000750622	854242	854241
000750623	854249	854248
000750624	854232	854228
000750626	854256	854255
000752912	854247	854245
000752915	854253	854252
000758013	854232	854228
000758014	854236	854235
000758016	854239	854238
000758018	854242	854241
000758020	854249	854248
000758022	854247	854245
000758025	854253	854252
000758030	854256	854255
000780109	212844	205175
000780180	207194	312068
000780181	207198	312069
000780182	207200	312070
000780240	212810	197553
000780241	197552	328160
000780246	835909	835894
000780248	835911	241834
000780249	153124	200064
000780274	835899	835886
000780314	809014	200284
000780315	809018	200285
000780331	1656650	1656648
000780337	261360	312137
000780357	351992	283536
000780358	351761	349199
000780359	351762	349201
000780360	352001	349200
000780364	898344	898342
000780370	1091167	1806177
000780371	1091182	1806179
000780372	1091197	1806183
000780379	898348	898346
000780383	809022	349353
000780385	616450	485020
000780386	616449	485023
000780393	1656646	1656643
000780401	404588	403878
000780405	898355	898353
000780406	898358	898356
000780414	977436	977434
000780415	977440	977438
000780417	977431	977427
000780422	2056897	2056895
000780423	352274	349483
000780424	1091143	1806195
000780430	899513	899511
000780431	899441	899439
000780432	899487	899485
000780433	899497	899495
000780434	1006610	1006608
000780456	261356	312136
000780457	262090	312138
000780467	1731352	1731350
000780468	616159	597768
000780469	616161	597770
000780470	616163	597772
000780471	809026	636042
000780472	809030	636045
000780488	724891	722134
000780489	724879	722126
000780490	724895	722137
000780491	724887	722131
000780493	899463	899461
000780501	751302	725021
000780502	725105	725023
000780503	1308571	1308569
000780508	308971	308976
000780509	308972	308979
000780510	866303	199378
000780511	866305	402505
000780512	866307	402506
000780526	746609	746606
000780559	848144	848140
000780560	848149	848145
000780561	848134	848131
000780562	848155	848151
